featureid	Taxon	Confidence
7b9a7ec76bd5dd38a2964e80934bc632	k__Bacteria; p__Bacteroidetes; c__Flavobacteriia; o__Flavobacteriales; f__[Weeksellaceae]; g__; s__	0.997442815895857
44eb465eec0c99465e543347a5694645	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae; g__Lachnoanaerobaculum; s__orale	0.9980206513015414
214767f9923909734fdb6bd04825700a	k__Bacteria; p__Firmicutes; c__Bacilli; o__Bacillales	0.9950045356700832
6e8986f8088b452f964e7968bb8bca87	k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Pseudomonadales; f__Moraxellaceae; g__Acinetobacter	0.9999515578506808
161551008a744871aa77a22127bc4369	k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Enterobacteriales; f__Enterobacteriaceae	0.99980069659603
a9acd1c2af37e45b5b6517ab6e3a00fe	k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Pseudomonadales; f__Moraxellaceae; g__Acinetobacter	0.999666443389826
1b1c6ca8c0e028e4aad85f7adea4ad1b	k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Xanthomonadales; f__Xanthomonadaceae; g__Stenotrophomonas; s__geniculata	0.8067348760737736
5147cf5e03fda37cd7d06a92925c0b72	k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Enterobacteriales; f__Enterobacteriaceae	0.9947173549680092
4ba52fb94bd6d391d06ec0fa68e5f37d	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Peptostreptococcaceae; g__Peptostreptococcus; s__	0.9740608997767372
f8f5c496322a4f5c01db60e201d02463	k__Bacteria; p__Firmicutes; c__Bacilli	0.9999972422509836
c1b636001e0773f9cca8096d70e8b5de	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Veillonellaceae; g__Veillonella; s__dispar	0.9694679705286148
38e3b7abf4e08699d7a1d1965f177086	k__Bacteria; p__Fusobacteria; c__Fusobacteriia; o__Fusobacteriales; f__Fusobacteriaceae; g__Fusobacterium; s__	0.9999822832152456
8f4a3341ccda8d1b45f286cb686a3aec	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Veillonellaceae; g__Veillonella; s__parvula	0.9387640221262163
9ead73ac540d5e67c1b294b0d87b5710	k__Bacteria; p__Proteobacteria; c__Betaproteobacteria; o__Burkholderiales; f__Burkholderiaceae; g__Lautropia; s__	0.9967398199777516
82585d0d14cc315f9da0257c3a2875a4	k__Bacteria	0.9906530781469972
0ae0be308568d07e0434434b14b8d565	k__Bacteria; p__Fusobacteria; c__Fusobacteriia; o__Fusobacteriales; f__Fusobacteriaceae; g__Fusobacterium; s__	0.9999853881103064
a1a22b2e460e6454dca7805f1cde48d8	k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhizobiales	0.9336813899279479
3cc657dfb41c68faa70508afc63f4222	k__Bacteria; p__Bacteroidetes; c__Flavobacteriia; o__Flavobacteriales; f__Flavobacteriaceae; g__Capnocytophaga; s__	0.9999478188543643
3ee072a59b45057a86369a7c80ad90e4	k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Actinomycetales; f__Micrococcaceae; g__Rothia; s__mucilaginosa	0.7745136936252595
bb8cd42775d7feb5b54059f90e5ce9eb	k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Pseudomonadales; f__Pseudomonadaceae; g__Pseudomonas	0.8219226397470312
aa5f922ae538cafe05a7e3705e5b06ad	k__Bacteria; p__Fusobacteria; c__Fusobacteriia; o__Fusobacteriales; f__Leptotrichiaceae; g__Leptotrichia; s__	0.999996225136348
a77c8e03dc7f060c651314b8ea24db5c	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Veillonellaceae; g__Veillonella; s__dispar	0.8529596631900288
dd9d493a50d0f98f2afd89358415072a	k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Sphingomonadales; f__Sphingomonadaceae; g__Sphingobium; s__yanoikuyae	0.9725576456377129
72bee54ab489dee86a7ebdc680038d05	k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Aeromonadales; f__Aeromonadaceae; g__Aeromonas	0.8718720297277707
46aaf5ecb5d9af62f4e7a2f881dc9b2e	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae; g__Oribacterium; s__	0.9924292461200092
1a0bea5ccf9d532d75136168ddb54654	k__Bacteria; p__Fusobacteria; c__Fusobacteriia; o__Fusobacteriales; f__Fusobacteriaceae; g__Fusobacterium; s__	0.999989718224946
e33580e218a0ebe5f458f1140a257e87	k__Bacteria; p__Proteobacteria; c__Betaproteobacteria; o__Burkholderiales; f__Burkholderiaceae; g__Lautropia; s__	0.994812296536994
ad89808161b1738fe5ebca2abc7aeaf2	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae; g__Oribacterium; s__	0.9925974869986004
5c3760c359c0dbead37d292651a142f9	k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Enterobacteriales; f__Enterobacteriaceae	0.9988213048987096
163b3f7bcbdf0010455726329fa3364f	k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Caulobacterales; f__Caulobacteraceae; g__Caulobacter	0.997984161548636
94b000e59b7ac160b0416c9ab45ff0bf	k__Bacteria; p__Firmicutes; c__Bacilli; o__Lactobacillales; f__Enterococcaceae; g__Enterococcus	0.8302850550999975
9af90fa49fa7ef52580af7046fa0c052	k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__Prevotellaceae; g__Prevotella; s__nanceiensis	0.9999955335296548
1ae294859c37a29a326ef1c5efc5c943	k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__Prevotellaceae; g__Prevotella; s__nanceiensis	0.9999868115392996
47c98abffb77eb5999855b75594356cb	k__Bacteria; p__Firmicutes; c__Bacilli; o__Lactobacillales; f__Streptococcaceae; g__Streptococcus; s__anginosus	0.9973030979057896
252d0fd6601d9776290e142e5bfd744b	k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Bifidobacteriales; f__Bifidobacteriaceae; g__Scardovia; s__	0.9998744540334612
d2589a845c837dbf413021f74e82ce0f	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Clostridiaceae; g__Clostridium; s__butyricum	0.9983925254894288
1cdc8cb546ee71f3e14ae2cdbad3c9cd	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae; g__Lachnoanaerobaculum; s__orale	0.9949982477177072
2fa0c397e338a349961bbc2f14f21bc6	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae; g__Lachnoanaerobaculum; s__orale	0.9987708146816456
f2d1656cda390ffea97df84843f158f7	k__Bacteria; p__Firmicutes; c__Bacilli; o__Lactobacillales; f__Lactobacillaceae; g__Lactobacillus; s__	0.7533578383736282
08a1598eb1ea4dca23db1135552cd5a7	k__Bacteria; p__Cyanobacteria; c__Chloroplast; o__Streptophyta; f__; g__; s__	0.9999559742232093
31ebb433ebf0b3e83259d826875b4438	k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Pseudomonadales; f__Moraxellaceae; g__Acinetobacter; s__lwoffii	0.9905904454440256
8e1f1fc2069b7dc3de3a8f331eb115cf	k__Bacteria; p__Proteobacteria; c__Betaproteobacteria; o__Burkholderiales; f__Comamonadaceae	0.9953250078540786
06f0e4354ef1822cf027413d9c4a7096	k__Bacteria; p__Proteobacteria; c__Betaproteobacteria; o__Burkholderiales; f__Comamonadaceae	0.998890685609694
d774e212ae1e0f6eec93d4ef58dc3fa0	k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Actinomycetales; f__Micrococcaceae; g__Kocuria	0.9425646180035788
c57474d9f15c5ff5ba058af0c2d92276	k__Bacteria; p__Proteobacteria; c__Betaproteobacteria; o__Burkholderiales; f__Alcaligenaceae	0.9999961018149546
9a703e556e8de23f73f259c7cd2c5371	k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Caulobacterales; f__Caulobacteraceae; g__Brevundimonas; s__diminuta	0.9767598826357332
7718200a659929ae74a97b8556e31cc4	k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__Porphyromonadaceae; g__Porphyromonas; s__	0.9971502296551886
2f297c39eca8f71d1bdba4ac397e6971	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__[Tissierellaceae]; g__Parvimonas; s__	0.9999261939842546
ff4a722f1a763a52c52f766118f9ef57	k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Pseudomonadales; f__Pseudomonadaceae; g__Pseudomonas	0.7529623508590922
7b2f6da8c231a89b8bdc67f0b8b61341	k__Bacteria; p__Firmicutes; c__Bacilli; o__Bacillales; f__Bacillaceae; g__Geobacillus; s__	0.7007882877698182
744a11eea208e4e26c66d53ce3182041	k__Bacteria	0.9998959477225088
4b856399702fb0c109a6d1cea06131d4	k__Bacteria; p__Proteobacteria; c__Betaproteobacteria; o__Burkholderiales; f__Comamonadaceae; g__Acidovorax	0.8291928298209391
